Name;RAdeg;DEdeg;PosErr;Coord_Ref;ID_Flag;GLON;GLAT;Xray_Type;Porb;Ppulse;CRSF;Alt_Name;SpType;Gaia_DR3_ID;Gmag;e_Gmag;Vmag;e_Vmag;Jmag;e_Jmag;Hmag;e_Hmag;Kmag;e_Kmag;W1mag;e_W1mag;W2mag;e_W2mag;N_H;XMM_min_flux;XMM_max_flux;Chandra_min_flux;Chandra_max_flux;Chandra_Instrument;XRT_min_flux;XRT_max_flux;BAT_min_flux;BAT_max_flux;INTEGRAL_min_flux;INTEGRAL_max_flux;Mean_Mass;Low_Mass;High_Mass;Mean_Dist;Low_Dist;High_Dist;Teff;Lopt;IDS;CRSF_Ref;Spin_Ref;Orb_Ref;Spectral_Ref;Dist_Ref;Mass_Ref;Misc_Ref;Comments;_2MASS_ID;CatWISE_ID;ROSAT_ID;XMM_ID;Chandra_ID;XRT_ID;BAT_ID;INTEGRAL_ID
PSR J0635+0533;9.882.616.381.073;555.174.484.414;1,68E+11;2022A&A...665A..31F;0.0;20.615.275.368.603.300;-10.423.245.888.241.600;BE,XP;11.2;0.03;;SAX J0635.2+0533;B1IIIe-B2Ve;3,13176E+18;124.968;0.0049;12.83;;10.603;0.022;10.239;0.024;9.955;0.021;9.618.000.030.517.570;0.014000000432133675;9.354.000.091.552.730;0.010999999940395355;17.92;0.0237038;0.425726;;;;0.8063000137351062;0.8063000137351062;;;;;;;;5716.0;4507.0;6946.0;33740.6;;PSR J0635+0533,INTREF   308,SAX J0635.2+0533,USNO-A1.0 0900-03155857;;2000ApJ...528L..25C,2000ApJ...542L..41K;2000ApJ...542L..41K;2009ApJ...707..870B;;;;;06351827+0533063;J063518.28+053306.3;;4XMM J063518.2+053306;;2SXPS J063518.2+053307;;
MAXI J0655-013;10.380.180.956.858;-148.153.717.627;2,45E+10;2023A&A...674A...1G;0.0;2.146.801.320.258.290;0.16286431836825876;;27.9;1129.1;;TYC 4801-3720-1;O9.5-B0Ve;3,11212E+18;124.715;0.0044;12.498;0.029999999329447746;11.355;0.022;11.092;0.024;10.838;0.021;9.918.999.671.936.030;0.009999999776482582;9.593.999.862.670.890;0.008999999612569809;25.38;;;;;;1.734.999.947.530.790;1.734.999.947.530.790;;;;;;;;3360.0;3009.0;3901.0;7999.4;2.631.000.061.035.150;TYC 4801-3720-1,ATO J103.8018-01.4815,EM* RJHA   89,GSC 04801-03720,2MASS J06551243-0128535,MAXI J0655-013,SRGA J065513.5-012846,SV* HBV   460,2SXPS J065512.4-012855,TIC 283000978,UCAC4 443-025128,V* V520 Mon,WISE J065512.43-012853.5,Gaia DR2 3112116539430781824,Gaia DR3 3112116539430781824,Gaia DR1 3112116535132732672;;2022ATel15495....1S;2023MNRAS.524.1352R;;;;;;06551243-0128535;J065512.43-012853.5;;;;2SXPS J065512.4-012855;;
MXB 0656-072;10.457.202.970.668;-72.097.733.854;1,60E+11;2023A&A...674A...1G;0.0;22.012.854.569.197.900;-17.672.765.353.371.600;BE,CL,QPO,XP,XT;101.0;160.7;33;XTE J0658-073;O9.7Ve;3,05268E+18;119.852;0.005;10.9;;9.664;0.026;9.332;0.025;9.013;0.024;9.116.999.626.159.660;0.017000000923871994;885.099.983.215.332;0.010999999940395355;8.458;;;16.625.524.280.704;16.625.524.280.704;ACIS;18.119.999.944.943.200;18.119.999.944.943.200;;;;;;;;5722.0;5232.0;6211.0;;;2E  1752,3A 0656-072,ATO J104.5720-07.2097,2E 0655.8-0708,GSC2 S100221212,INTREF   317,1M 0656-072,2MASS J06581729-0712351,MXB 0656-07,MXB 0656-072,PBC J0658.3-0712,RX J065817.7-071228,1RXS J065817.0-071221,SWIFT J0658.3-0712,TIC 124648230,1XRS 06560-071,XTE J0658-073,[M81] I-33,Gaia DR2 3052677318793446016,Gaia DR3 3052677318793446016;2019A&A...622A..61S;2003ATel..199....1M,2006A&A...451..267M;2012ApJ...753...73Y;2003ATel..202....1P;;;;;06581729-0712351;J065817.29-071235.2;;;J065817.2-071235;2SXPS J065816.9-071235;;
MAXI J0709-159;10.740.407.113.202;-1.609.632.779.315;2,24E+11;2022ATel15193....1N;1.0;22.930.860.980.375.000;-3.363.432.659.358.360;;;;;None;;2,93594E+18;91.928;0.0031;;;9.0;0.021;9.051;0.051;9.028;0.027;8.473.999.977.111.810;0.01600000075995922;8.194.000.244.140.620;0.012000000104308128;;;;;;;;;;;;;;;;2646.0;1750.0;3337.0;23312.7;;MAXI J0709-159;;;;;;;;;07093697-1605467;J070936.97-160546.7;;;;;;
4U 0728-25;11.222.324.075.355;-2.610.801.904.281;1,60E+11;2023A&A...674A...1G;0.0;24.028.158.625.480.300;-405.042.889.679.311;BE,XP,XT;34.5;103.14;;3A 0726-260;O5Ve;5,61349E+18;116.022;0.0033;11.83;0.03999999910593033;10.366;0.029;10.093;0.024;9.832;0.023;966.100.025.177.002;0.013000000268220901;9.479.999.542.236.320;0.008999999612569809;8.213;;;21.909.473.611.235;21.909.473.611.235;ACIS;17.779.999.694.766.900;17.779.999.694.766.900;21.78;21.78;;;;;;6694.0;4450.0;9069.0;39496.0;;4U 0728-25,3A 0726-260,ALS   437,ATO J112.2232-26.1080,CSI-26-07268,GSC 06542-02168,1H 0726-259,INTREF   328,LS  437,2MASS J07285357-2606289,PBC J0728.9-2605,1RXS J072852.8-260626,SWIFT J0728.8-2606,SWIFT J0728.8-2605,TIC 108465493,TYC 6542-2168-1,UCAC4 320-025594,V* V441 Pup,AAVSO 0724-25,Gaia DR3 5613494119551805184,Gaia DR1 5613494115249878400,Gaia DR2 5613494119544761088;;1997ApJ...489L..83C,2020RAA....20..155R;1997ApJ...489L..83C;2016ApJS..224....4M;;;;;07285357-2606289;J072853.58-260628.8;2RXS J072853.0-260619;;J072853.5-260629;2SXPS J072853.5-260629;SWIFT J0728.8-2605;
CCDM J07474-5320A;11.684.823.636.345;-5.333.241.280.862;2,78E+11;2023A&A...674A...1G;0.0;26.631.258.052.634.900;-1.372.584.926.279.010;BE;;;;CD-53 2004;B7 IV-Ve;5,48943E+18;7.538;0.0028;7.6;;7.403;0.024;7.406;0.042;7.363;0.021;7.303.999.900.817.870;0.012000000104308128;7.257.999.897.003.170;0.00800000037997961;;;;;;;;;;;;;;;;650.0;622.0;659.0;9995.14;;HD  63666,CCDM J07474-5320A,CD-53  2004,CEL   2041,CPC 19  2722,CPD-53  1432,CSI-53  1432 41,GC 10538,GEN# +1.00063666,GSC 08553-02030,1H 0739-529,HIC  38007,HIP  38007,IDS 07449-5305 A,INTREF   334,2MASS J07472358-5319568,PPM 336392,SAO 235515,SKY# 14452,TD1 11127,TIC 268432552,TYC 8553-2030-1,UBV M  13682,uvby98 100063666,WDS J07474-5320A,Gaia DR2 5489434710755238400,Gaia DR3 5489434710755238400,Gaia DR1 5489434706458003712;;;;1975mcts.book.....H;;;;;07472358-5319568;J074723.58-531956.6;;;;;;
1H 0749-600;11.756.570.833.333.300;-610.995;;2006A&A...455.1165L;2.0;27.369.328.150.805;-1.685.816.709.305.850;BE;;;;INTREF 339;B8IIIe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1H 0749-600,INTREF   339;;;;2009ApJ...707..870B;;;;likely not an X-ray binary (2001A&A...377..148T);;;;;;;;
SGR 0755-2933;11.892.702.181.368;-2.956.485.835.566;1,45E+11;2023A&A...674A...1G;0.0;2.462.255.767.929.770;-0.61512151767891;;59.52;308.0;;2SXPS J075542.5-293353;B0Ve;5,59725E+18;99.386;0.0028;10.25;0.029999999329447746;9.694;0.022;9.516;0.024;9.309;0.021;812.600.040.435.791;0.014000000432133675;7.833.000.183.105.460;0.008999999612569809;8.15;;;;;;5.135.000.064.049.320;5.135.000.064.049.320;;;;;;;;3264.0;3044.0;3516.0;37141.4;;CD-29  5159,ALS   867,CPD-29  2176,EM* AS  186,GSC 06565-01179,Hen 3-97,LS  867,2MASS J07554248-2933535,NSV 17662,RF E2-7,TIC 129274511,TYC 6565-1179-1,UCAC4 303-034887,uvby98 -002905159,WISEA J075542.48-293353.5,WISE J075542.49-293353.4,WRAY 15-109,[N75] 106,[O92] 190,Gaia DR3 5597252305589385984,Gaia DR1 5597252301284347136,Gaia DR2 5597252305589385984,NAME SGR 0755-2933,2SXPS J075542.5-293353;;2021A&A...647A.165D;2023Natur.614...45R;2023Natur.614...45R;;;;Possible Superorbital period: 260 d (2021A&A...647A.165D);07554248-2933535;J075542.49-293353.5;;;;2SXPS J075542.5-293353;;
LS 992;12.311.814.876.923;-3.124.780.669.997;1.25e-05;2023A&A...674A...1G;0.0;2.495.782.062.247.260;1.542.815.438.003.900;BE,XP,XT;81.3;31.91;;RX J0812.4-3114;B0.2IVe;5,54826E+18;124.213;0.0064;12.74;0.029999999329447746;11.335;0.022;11.126;0.022;10.909;0.023;1.129.699.993.133.540;0.014000000432133675;11.175.999.641.418.400;0.009999999776482582;12.5;0.15029900000000002;0.15029900000000002;0.024198586249708;0.024198586249708;ACIS;;;;;;;;;;6632.0;6132.0;7207.0;31924.5;;RX J0812.4-3114,ALS   992,CSI-31-08105,GSC 07121-02679,INTREF   347,LS  992,2MASS J08122835-3114521,1RXS J081228.8-311452,TIC 145754849,UCAC4 294-038126,V* V572 Pup,AAVSO 0808-30,Gaia DR3 5548261400354128768,Gaia DR2 5548261400354128768;;1999MNRAS.306...95R,2000ApJ...530L..33C,2019MNRAS.488.4427Z;2000ApJ...530L..33C;2009ApJ...707..870B;;;;;08122835-3114521;J081228.35-311452.1;2RXS J081228.9-311455;4XMM J081228.3-311452;J081228.3-311452;;;
IGR J08262-3736;1.265.568.795.087;-3.761.995.049.188;1,10E+11;2023A&A...674A...1G;0.0;2.564.382.124.667.530;0.2851837991725902;BE;;;;TYC 7661-626-1;OBV;5,54179E+18;121.631;0.0028;12.33;0.20000000298023224;10.699;0.027;10.349;0.023;9.999;0.022;9.625;0.013000000268220901;9.258.000.373.840.330;0.008999999612569809;8.585;628.771;628.771;;;;10.310.000.249.369.400;10.310.000.249.369.400;;;;;;;;5831.0;4890.0;7217.0;35001.9;;TYC 7661-626-1,IGR J08262-3736,2MASS J08261365-3737118,NAME OKM2018 SWIFT J0826.3-3761,PHA 85,SS 188,TIC 184077447,Gaia DR2 5541793213959987968,Gaia DR3 5541793213959987968;;;;2010A&A...519A..96M,2012A&A...544A.118B;;;2010ApJS..186....1B;;08261365-3737118;J082613.65-373711.8;;4XMM J082613.6-373711;;2SXPS J082613.6-373712;;
Ginga 0834-430;12.897.912.882.722;-4.318.817.694.764;0.0002694082775268793;2023A&A...674A...1G;0.0;2.620.214.547.840.870;-15.126.602.213.877.900;BE,XP,XT;105.8;12.3;;Ginga 0834-43;B0-2III-Ve;5,52345E+18;191.511;0.0038;20.4;;16.142;0.113;15.218;0.107;14.709;0.128;;;;;;;;;;;7.261.999.890.317.830;7.261.999.890.317.830;32.04;32.04;;;;;;1015.0;785.0;1707.0;;;Ginga 0834-430,Ginga 0834-43,Granat 0834-429,Granat 0834-43,Granat 0834-430,INTREF   359,NAME OKM2018 SWIFT J0835.9-4319,1WGA J0835.9-4311,Gaia DR3 5523448274762133632;;1991IAUC.5294....2G,1997ApJ...479..388W;;2009ApJ...707..870B;;;;;08355497-4311176;;;;;2SXPS J083555.3-431109;SWIFT J0835.9-4319;
IGR J08408-4503;13.019.908.438.922;-4.505.837.165.994;2,01E+11;2023A&A...674A...1G;0.0;2.640.405.184.848.580;-19.501.452.692.626.300;SG,XT;9.54;;;HD 74194;O8.5Ib-II(f)p;5,52231E+18;74.522;0.0029;7.55;;6.935;0.023;6.887;0.031;6.808;0.023;6.757.999.897.003.170;0.014999999664723873;6.761.000.156.402.580;0.00800000037997961;;0.230446;0.912699;;;;19.939.999.304.496.800;19.939.999.304.496.800;;;;;;;;2281.0;2114.0;2461.0;8883.73;;HD  74194,ALS  1116,CD-44  4683,CEL   2771,CGO 187,CPC  0  6318,CPD-44  2911,GC 11955,GCRV 60035,GEN# +1.00074194,GOS G264.04-01.95 01,GSC 08151-01027,Hbg  203,HIC  42587,HIP  42587,IGR J08408-4503,LS 1116,2MASS J08404780-4503302,PPM 313399,SAO 220270,SKY# 16636,SWIFT J0841.0-4507,TD1 12931,TIC 141856104,TYC 8151-1027-1,UBV    8404,UBV M  14613,UCAC4 225-029620,uvby98 100074194,V* LM Vel,WEB  8220,2XMM J084047.8-450329,2XMMi J084047.8-450329,[KRL2007b] 70,Gaia DR2 5522306019626566528,Gaia DR3 5522306019626566528,Gaia DR1 5522306015318056960;;;2019A&A...631A.135D,2020A&A...634A..49H;2019A&A...631A.135D,2020A&A...634A..49H;;;2006ATel..813....1G,2007ApJ...655L.101G;;08404780-4503302;J084047.78-450330.1;;4XMM J084047.8-450329;;2SXPS J084047.8-450330;;
2MASS J08504008-4211514;13.266.698.363.057;-4.219.760.556.787;1,64E+10;2023A&A...674A...1G;0.0;2.629.183.631.566.290;1.230.022.944.259.540;;;;;Swift J0850.8-4219;K3-K5 RSG;5,52453E+18;13.355;0.0039;;;9.531;0.024;8.27;0.034;7.771;0.018;7.579.999.923.706.050;0.013000000268220901;7.617.000.102.996.820;0.007000000216066837;11.54;;;;;;5.952.000.177.444.900;5.952.000.177.444.900;;;;;;;;12000.0;6138.0;8198.0;;;Swift J0850.8-4219,2MASS J08504008-4211514,TIC 29134719,UCAC2  13726137,UCAC4 240-029407,WISEA J085040.07-421151.3,WISE J085040.10-421152.0,[OKM2018] SWIFT J0850.8-4219,Gaia DR3 5524532148408036096,Gaia DR2 5524532148408036096;;;;2024MNRAS.528L..38D;2024MNRAS.528L..38D;;;Dist_Ref only referes to Mean_Dist;08504008-4211514;J085040.08-421151.3;;;;2SXPS J085039.9-421150;;
HD 77581;13.552.855.879.751;-4.055.465.296.118;1,67E+10;2023A&A...674A...1G;0.0;2.630.582.530.348.310;392.986.376.597.923;CL,EB,RS,SG,XP;8.96;283.0;24 (2);Vel X-1;B0.5 Ib;5,62066E+18;67.351;0.003;6.87;;5.833;0.02;5.705;0.034;5.596;0.024;7.177.999.973.297.110;0.04500000178813934;5.614.999.771.118.160;0.013000000268220901;200.0;485.759;1184.06;;;;17.589.999.457.001.600;17.589.999.457.001.600;4018.59;4018.59;;;;1.7;2.1;1869.0;1618.0;2030.0;13595.0;;HD  77581,3A 0900-403,ALS  1227,CD-40  4838,CPC  0  6891,CPD-40  3072,EXMS B0900-403,GC 12502,GCRV 25807,GEN# +1.00077581,GSC 07681-02303,GX 263+03,1H 0859-403,Hbg  267,H 0900-403,HIC  44368,HIP  44368,INTEGRAL1   7,INTREF   374,JP11  1751,LS 1227,1M 0900-403,2MASS J09020686-4033168,MCW 1168,PBC J0902.1-4033,PPM 313886,1RXS J090207.0-403311,SAO 220767,SBC7   366,SBC9 552,SKY# 17441,SWIFT J0902.1-4034,SWIFT J0902.1-4033,TD1 13466,TIC 191450569,TYC 7681-2303-1,2U 0900-40,3U 0900-40,4U 0900-40,UBV M  15041,UBV    8734,UCAC4 248-031728,uvby98 100077581,V* GP Vel,WEB  8506,1XRS 09002-403,X Vel X-1,X Vel XR-1,[BM83] X0900-403,[FS2003] 0495,[KCS2016] J090206.86-403316.9,[KRL2007b] 72,Gaia DR3 5620657678322625920,Gaia DR1 5620657674020935808,Gaia DR2 5620657678322625920;2003A&A...400..993L;1984A&A...135..155V,1989ApJ...336..376D,1989PASJ...41....1N;1984A&A...135..155V,1989PASJ...41....1N;1972ApJ...175L..19H,1984A&A...135..155V,1989PASJ...41....1N;;2021A&A...652A..95K;;;09020686-4033168;J090206.80-403316.5;2RXS J090207.1-403308;4XMM J090206.8-403316;;2SXPS J090206.6-403315;SWIFT J0902.1-4034;
MAXI J0903-531;13.627.840.443.491;-5.350.541.308.375;1,46E+11;2023A&A...674A...1G;0.0;2.730.761.294.424.530;-4.303.879.393.645.690;;57.0;14.05;;Gaia EDR3 5311384333263075840;B1.5-2 III-Ve;5,31138E+18;131.453;0.0028;;;12.447;0.023;12.339;0.022;12.272;0.023;1.228.499.984.741.210;0.012000000104308128;12.336.999.893.188.400;0.00800000037997961;;;;;;;;;;;;;;;;9229.0;5391.0;12577.0;19805.34;;MAXI J0903-531,Gaia DR3 5311384333263075840;;2021ATel14559....1R;2021ATel14730....1C;2021ATel14564....1M;;;;;09050682-5330195;J090506.82-533019.5;;;;;;
GRO J1008-57;15.244.564.453.704;-5.829.320.747.534;1,62E+10;2023A&A...674A...1G;0.0;283.000.030.941.163;-1.821.674.441.896.440;BE,CL,HT,XP,XT;249.5;93.5;78;GRO J1008-571;B0 IIIVe;5,25841E+18;138.772;0.0029;;;10.943;0.024;10.272;0.023;9.718;0.021;8.901.000.022.888.180;0.014000000432133675;8.541.000.366.210.930;0.008999999612569809;13.6;;;10.414.049.315.255;10.414.049.315.255;ACIS;11.600.000.127.121.000;11.600.000.127.121.000;266.51;266.51;4.933.500.068.187.710;4.933.500.068.187.710;;;;3213.0;2518.0;3685.0;17671.5;;UCAC4 159-040207,GRO J1008-57,GRO J1008-571,INTREF   404,2MASS J10094697-5817355,PBC J1009.7-5816,SWIFT J1010.0-5819,SWIFT J1009.8-5817,TIC 462886452,WISEA J100946.96-581735.5,WISE J100946.97-581735.5,[KRL2007b] 84,Gaia DR3 5258414192353423360,Gaia DR2 5258414192353423360;2014ApJ...792..108B;1993IAUC.5836....1S,1999ApJ...512..920S,2007MNRAS.378.1427C,2014PASJ...66...59Y;2007MNRAS.378.1427C,2014PASJ...66...59Y;2019A&A...622A..61S;;;;;10094697-5817355;J100946.96-581735.5;;;J100946.9-581736;2SXPS J100946.9-581735;SWIFT J1010.0-5819;GRO J1008-57
IGR J10101-5654;1.525.494.159.915;-5.692.554.247.032;9,38E+10;2023A&A...674A...1G;0.0;2.822.567.832.539.150;-0.672126923148273;BE;;;;2MASS J10101186-5655320;B0.5Ve or B0Ivpe;5,25901E+18;171.936;0.0031;;;12.617;0.044;11.48;0.041;10.669;0.029;9.805.000.305.175.780;0.010999999940395355;947.700.023.651.123;0.008999999612569809;73.28;;;10.079.562.627.434;10.079.562.627.434;ACIS;1.409.999.981.355.490;1.409.999.981.355.490;;;;;;;;3164.0;1269.0;5569.0;6005.7;4.193.000.030.517.570;2MASS J10101186-5655320,CXOU J101011.8-565532,DENIS J101011.8-565532,IGR J10100-5655,IGR J10101-5654,TIC 462946113,[KRL2007b] 85,Gaia DR2 5259009543533179648,Gaia DR3 5259009543533179648;;;;2013A&A...560A.108C;;;2006ATel..684....1K;;10101186-5655320;J101011.86-565532.0;;;J101011.8-565532;2SXPS J101012.0-565534;;
1FGL J1018.6-5856;15.473.155.926.817;-5.894.609.420.856;1,32E+11;2022A&A...665A..31F;0.0;28.435.178.284.549.100;-16.900.819.581.470.300;GP;16.55;;;2AGL J1020-5906;O6V((f));5,25551E+18;122.692;0.0028;;;10.436;0.022;10.144;0.022;10.016;0.019;9.800.999.641.418.450;0.009999999776482582;987.600.040.435.791;0.00800000037997961;9.732;0.835135;168.269;11.047.807.634.901;11.047.807.634.901;ACIS;15.240.000.017.166.500;15.240.000.017.166.500;;;;;;;;4802.0;3785.0;6477.0;8938.3;;2AGL J1020-5906,0FGL J1018.2-5858,1FGL J1018.6-5856,2FGL J1019.0-5856,3FGL J1018.9-5856,4FGL J1018.9-5856,1FHL J1018.9-5855,3FHL J1018.8-5857,HESS J1018-589A;;;2015ApJ...806..166A,2022MNRAS.515.1078V;2012Sci...335..189F;;;;;10185560-5856459;J101855.58-585646.0;;4XMM J101855.5-585646;J101855.6-585645;2SXPS J101855.6-585646;;
LS 1698;1.593.970.926.344;-5.679.883.928.572;2,03E+10;2023A&A...674A...1G;0.0;2.853.526.891.883.700;14.334.803.625.138.000;BE,XP,XT;60.9;862.0;;4U 1036-56;B0V-IIIe;5,35202E+18;112.432;0.0032;11.48;0.029999999329447746;10.122;0.024;9.954;0.022;9.891;0.023;;;;;49.81;43.631.899.999.999.900;43.631.899.999.999.900;;;;8.343.999.796.656.120;8.343.999.796.656.120;28.240.000.000.000.000;28.240.000.000.000.000;;;;;;4519.0;3431.0;5553.0;19939.8;;4U 1036-56,1A 1034-56,3A 1036-565,ALS  1698,CSI-56-10356,GSC 08609-01385,LS 1698,1M 1022-554,2MASS J10373532-5647558,PBC J1037.7-5649,RX J1037.5-5647,1RXS J103733.8-564757,SWIFT J1037.6-5648,TIC 458199429,TYC 8609-1385-1,2U 1022-55,3U 1022-55,UCAC4 167-046455,[KRL2007b] 90,AAVSO 1033-56,Gaia DR3 5352018121173519488,Gaia DR1 5352018121173519488,Gaia DR2 5352018121173519488;;1999MNRAS.306..100R;2013MNRAS.436L..74C;1997A&A...323..853M;;;;;10373532-5647558;;2RXS J103733.9-564755;4XMM J103735.2-564756;;2SXPS J103735.5-564754;SWIFT J1037.6-5648;
HD 96670;16.680.799.982.117;-5.987.309.817.392;3,22E+11;2023A&A...674A...1G;0.0;2.901.972.591.893.300;0.39692616090822136;BE,BH;5.28;;;ALS 2167;O8.5f(n)p;5,33775E+18;73.491;0.0028;7.43;;7.056;0.024;7.069;0.049;7.004;0.024;70.879.998.207.092.200;0.014000000432133675;7.000.999.927.520.750;0.00800000037997961;;;;;;;0.5186999918124768;0.5186999918124768;;;;;6.2;5.5;7.1;3207.0;2878.0;3593.0;;;HD  96670,ALS  2167,CD-59  3554,CEL   3816,CGO 287,CPC 20  3313,CPD-59  3057,GC 15308,GCRV 26003,GEN# +1.00096670,GOS G290.20+00.40 01,GSC 08628-00003,Hbg  518,HIC  54358,HIP  54358,LLNS  4061,LS 2167,2MASS J11071394-5952231,MCW 1200,PPM 339783,SAO 238793,SBC9 1949,SKY# 21228,TIC 306492084,TYC 8628-3-1,UBV   10168,UBV M  16808,UCAC4 151-068513,uvby98 100096670,[G93c] 193,[GCL88] 193,[L69] 22 20,Gaia DR2 5337747731560719616,Gaia DR3 5337747731560719616,Gaia DR1 5337747731560719616;;;2021ApJ...913...48G;2014ApJS..211...10S;;2021ApJ...913...48G;;;11071394-5952231;J110713.92-595223.1;;;;2SXPS J110713.8-595222;;
1A 1118-61;17.023.817.252.152;-6.191.670.671.056;1,29E+11;2023A&A...674A...1G;0.0;29.249.853.332.662.200;-0.8918087474508231;BE,CL,XP,XT;24.0;405.0;55, 110?;1A 1118-615;O9.5Ve;5,33696E+18;115.894;0.0028;12.12;;9.563;0.024;9.071;0.023;8.587;0.019;7.747.000.217.437.740;0.00800000037997961;7.598.999.977.111.810;0.007000000216066837;12.43;;;29.229.327.150.992;29.229.327.150.992;ACIS;4.211.999.846.126.520;4.211.999.846.126.520;;;;;;;;3119.0;2808.0;4843.0;28987.2;;2E  2448,1A 1118-615,1A 1118-616,1A 1118-61,ALS 19792,2E 1118.7-6138,Hen 3-640,INTREF   449,2MASS J11205717-6155002,PBC J1120.9-6154,SWIFT J1121.0-6154,TIC 468095832,WRAY 15-793,1XRS 11189-615,[BM83] X1118-616,Gaia DR2 5336957010898124160,Gaia DR3 5336957010898124160;2010A&A...515L...1D,2011ApJ...733...15S;1989PASJ...41....1N,2012MNRAS.420.2307M;2011A&A...527A...7S,2012MNRAS.420.2307M;2012MNRAS.420.2307M;;;;;11205717-6155002;J112057.17-615500.2;;;J112057.1-615500;2SXPS J112057.0-615459;;
Cen X-3;1.703.128.552.789;-6.062.377.582.639;1,61E+11;2023A&A...674A...1G;0.0;2.920.903.341.427.240;0.33552254150058725;CL,EB,QPO,SG,XP;2.09;4.8;28;Krzeminski;O6.5 II-III;5,3375E+18;128.789;0.0033;12.27;0.07999999821186066;10.736;0.024;10.311;0.023;10.093;0.021;9.571.999.549.865.720;0.00800000037997961;9.795.999.526.977.530;0.00800000037997961;17.0;22.405.599.999.999.900;22.405.599.999.999.900;0.0;0.0;HRC;38.609.999.641.892.000;38.609.999.641.892.000;1044.71;1044.71;;;1.57;1.41;1.73;6072.0;4511.0;7431.0;13653.09;;X Cen X-3,3A 1119-603,2E  2450,2E 1119.0-6020,1ES 1119-60.3,GPS 1119-604,GX 292+00,1H 1118-602,H 1119-603,INTEGRAL1   8,INTREF   450,1M 1119-603,NAME Krzeminski,NAME Krzeminski's Star,PBC J1121.2-6037,1RXS J112115.4-603725,SBC7   432,SBC9 670,SWIFT J1120.9-6037,SWIFT J1121.2-6037,2U 1119-60,3U 1118-60,4U 1118-60,4U 1119-603,V* V779 Cen,WEB  9975,1XRS 11190-603,[BM83] X1119-603,[FS2003] 0590,[KRL2007b] 95,AAVSO 1116-60,Gaia DR3 5337498593446516480,Gaia DR2 5337498593446516480;1998A&A...340L..55S,2000ApJ...530..429B;2008ApJ...675.1487S,2017PhDT.......225D,2021JApA...42...58S;2008ApJ...675.1487S,2011ApJ...730...25R,2017PhDT.......225D;2017PhDT.......225D;;2015A&A...577A.130F;;;11211509-6037256;J112115.09-603725.7;2RXS J112115.2-603725;4XMM J112115.0-603725;J112115.1-603725;2SXPS J112115.1-603728;SWIFT J1120.9-6037;
IGR J11215-5952;17.044.505.383.092;-5.986.331.299.057;1,44E+11;2023A&A...674A...1G;0.0;29.189.320.297.413.900;10.729.191.296.975.300;SG,XT;165.0;186.8;;HD 306414;B0.5Ia;5,33905E+18;97.707;0.0029;10.23;0.009999999776482582;8.548;0.03;8.34;0.036;8.185;0.023;8.083.000.183.105.460;0.013000000268220901;8.001.999.855.041.500;0.00800000037997961;37.87;37.71;644.271;;;;12.019.999.579.004.900;12.019.999.579.004.900;;;;;;;;6454.0;5108.0;7692.0;8259.16;;HD 306414,ALS  2316,CD-59  3698,CPD-59  3388,GEN# +1.00306414,GSC 08629-00942,IGR J11215-5952,LLNS  4927,LS 2316,2MASS J11214682-5951479,TIC 451004619,TYC 8629-942-1,UCAC4 151-075107,USNO-B1.0 0301-00239906,uvby98 100306414,2XMMi J112146.7-595146,[KRL2007b] 96,Gaia DR2 5339047221168787712,Gaia DR3 5339047221168787712,Gaia DR1 5339047216860375040;;2007ATel..999....1S,2020A&A...634A..49H;2007A&A...476.1307S,2020A&A...634A..49H;2020A&A...634A..49H;;;;;11214682-5951479;J112146.81-595148.0;;4XMM J112146.8-595147;;2SXPS J112146.8-595148;;
IGR J11305-6256;1.727.787.408.554;-6.294.691.902.264;5,30E+10;2023A&A...674A...1G;0.0;2.939.449.044.557.830;-14.851.988.834.969.200;BE;120.83;;;HD 100199;B0IIIne;5,33366E+18;81.268;0.0029;8.17;0.009999999776482582;8.048;0.023;8.067;0.031;8.009;0.029;7.889.999.866.485.590;0.008999999612569809;7.869.999.885.559.080;0.00800000037997961;2.062;;;;;HRC;31.089.998.631.106.300;31.089.998.631.106.300;20.06;20.06;;;;;;1654.0;1457.0;1936.0;23403.58;;HD 100199,ALS  2368,CD-62   529,CEL   3909,CPC 20.1  3217,CPD-62  2075,CXOU J113106.9-625648,DENIS J113106.9-625649,GCRV 62530,GEN# +1.00100199,GSC 08976-04559,Hbg  589,Hen 3-662,HIC  56191,HIP  56191,IGR J11305-6256,LLNS  5360,LS 2368,2MASS J11310691-6256489,MCW 1213,PBC J1131.0-6256,PPM 358765,SAO 251434,SWIFT J1131.0-6256,SWIFT J1131.1-6257,TD1 15695,TIC 317795621,TYC 8976-4559-1,UBV   10409,UBV M  17143,UCAC2   4101290,UCAC4 136-058068,USNO-B1.0 0270-00309619,uvby98 100100199,WEB 10093,[JE82]  587,[KRL2007b] 97,Gaia DR2 5333660129603575808,Gaia DR3 5333660129603575808,Gaia DR1 5333660125283653376;;;2013arXiv1305.3916L;2020A&A...634A..49H;;;2004ATel..278....1P,2006A&A...448..547M;;11310691-6256489;J113106.91-625649.0;;;J113106.9-625648;2SXPS J113106.9-625649;SWIFT J1131.0-6256;
