Name;RAdeg;DEdeg;PosErr;Coord_Ref;ID_Flag;GLON;GLAT;Xray_Type;Porb;Ppulse;CRSF;Alt_Name;SpType;Gaia_DR3_ID;Gmag;e_Gmag;Vmag;e_Vmag;Jmag;e_Jmag;Hmag;e_Hmag;Kmag;e_Kmag;W1mag;e_W1mag;W2mag;e_W2mag;N_H;XMM_min_flux;XMM_max_flux;Chandra_min_flux;Chandra_max_flux;Chandra_Instrument;XRT_min_flux;XRT_max_flux;BAT_min_flux;BAT_max_flux;INTEGRAL_min_flux;INTEGRAL_max_flux;Mean_Mass;Low_Mass;High_Mass;Mean_Dist;Low_Dist;High_Dist;Teff;Lopt;IDS;CRSF_Ref;Spin_Ref;Orb_Ref;Spectral_Ref;Dist_Ref;Mass_Ref;Misc_Ref;Comments;_2MASS_ID;CatWISE_ID;ROSAT_ID;XMM_ID;Chandra_ID;XRT_ID;BAT_ID;INTEGRAL_ID
XTE J1543-568;23.602.135.471.815;-5.676.187.017.075;0.00031920012531325864;2012ATel.4008....1K;1.0;3.249.605.956.083.550;-1.464.466.794.098.320;XP,XT;75.56;27.12;;INTREF 655;Be?;5,88254E+18;0.0;0.0;;;14.315;0.05;13.344;0.043;12.78;0.04;;;;;;;;;;;12.369.999.469.186.100;12.369.999.469.186.100;;;5.433.999.931.812.280;5.433.999.931.812.280;;;;5920.0;4085.0;7952.0;;;INTREF   655,XTE J1543-568,[KRL2007b] 171;;2000IAUC.7363....2M,2001ApJ...553L.165I;2001ApJ...553L.165I;2009ApJ...707..870B;;;;;15440515-5645425;;;;;2SXPS J154405.2-564541;;XTE J1543-568
HD 141926;23.859.067.450.083;-553.289.895.306;1,65E+11;2023A&A...674A...1G;0.0;32.697.623.044.474.900;-12.387.238.456.187.900;;;;;I 549A;B2 IIIn;5,88454E+18;86.893;0.0031;9.13;0.009999999776482582;7.098;0.018;6.841;0.036;6.509;0.024;6.316.999.912.261.960;0.024000000208616257;6.005.000.114.440.910;0.012000000104308128;;;;;;;;;;;;;;;;1352.0;1278.0;1531.0;23809.21;;HD 141926,** I  549A,ALS  3417,CCDM J15544-5520A,CD-54  6443,CD-54  6441,CPC 19  6103,CPD-54  6759,1E 1550.4-5510,2E  3516,2E 1550.3-5510,GEN# +1.00141926,GSC 08701-00370,1H 1555-552,Hbg 1023,Hen 3-1110,IDS 15465-5502 A,INTREF   661,IRAS 15504-5510,LS 3417,2MASS J15542182-5519443,PDS 399,PPM 344342,RX J155422.2-551945,SAO 243098,TIC 84513533,TYC 8701-370-1,UCAC3 70-309567,UCAC4 174-138706,uvby98 100141926,WDS J15544-5520A,WRAY 15-1374,[JE82]  787,[L64] 303,[SKR96] SNR 327.1-1.1 3,Gaia DR2 5884544931471259136,Gaia DR3 5884544931471259136,Gaia DR1 5884544931454575104;;;;2003AJ....126.2971V;;;;;15542182-5519443;J155421.82-551944.3;;;;;;
2S 1553-542;2.394.512.684;-544.147.321;11.430.345.556.737.600;2010ApJS..189...37E;2.0;3.279.430.200.112.330;-0.8557416845748118;BE,CL,HT,XP;30.6;9.28;23-27;H 1553-542;B1-2V;;;;;;;;;;;;11.628.999.710.083.000;0.00800000037997961;11.574.999.809.265.100;0.006000000052154064;37.26;;;0.014672383748016;0.014672383748016;ACIS;1.632.999.957.479.340;1.632.999.957.479.340;;;;;;;;20000.0;16000.0;24000.0;;;H 1553-542,INTREF   664,MXB 1553-54,PBC J1557.7-5425,2S 1553-542,2S 1553-54,SBC9 874,SWIFT J1557.8-5425,WEB 13224,[BM83] X1553-542;2019A&A...622A..61S;1983ApJ...274..765K,2022ApJ...927..194M;2016MNRAS.457..258T;2016MNRAS.462.3823L;2016MNRAS.457..258T;;;;;J155748.25-542453.9;;;J155748.3-542453;2SXPS J155747.9-542452;;
IGR J16195-4945;24.488.409.544.759;-4.974.182.617.003;4,91E+10;2023A&A...674A...1G;0.0;33.355.701.294.929.000;0.3390138890222978;SG;3.95;;;2MASS J16193220-4944305;ON9.7Iab;5,93551E+18;163.732;0.0028;16.8;;13.569;0.026;11.958;0.025;10.995;0.021;10.125;0.008999999612569809;10.052.000.045.776.300;0.008999999612569809;;;;0.9408537511736501;0.9408537511736501;ACIS;18.660.000.628.001.300;18.660.000.628.001.300;31.510.000.000.000.000;31.510.000.000.000.000;20.878.000.545.501.700;20.878.000.545.501.700;;;;2404.0;1980.0;2918.0;7986.8;1.090.999.984.741.210;2MASS J16193220-4944305,AX J1619.4-4945,CXOU J161932.2-494430,DENIS J161932.1-494430,IGR J16195-4945,INTEGRAL1  20,PBC J1619.5-4946,SSTGLMC G333.5570+00.3390,SSTGLMC G333.5571+00.3390,SWIFT J1619.2-4945,SWIFT J1619.3-4944,TIC 316021036,USNO-B1.0 0402-00529810,[KRL2007b] 182,Gaia DR3 5935509395659726592,Gaia DR2 5935509395659726592;;;2016MNRAS.456.2717C;2013A&A...560A.108C,2016MNRAS.456.2717C;;;2004ATel..229....1W,2006ApJ...647.1309T;;16193220-4944305;J161932.19-494430.6;;;J161932.2-494430;2SXPS J161932.3-494431;SWIFT J1619.2-4945;IGR J16195-4945
IGR J16207-5129;24.519.273.371.547;-5.150.170.602.014;4,58E+11;2023A&A...674A...1G;0.0;33.245.891.121.541.400;-10.501.516.291.403.400;SG;9.73;;;UCAC3 77-288328;B0I / B1Ia;5,93478E+18;147.837;0.0031;;;10.441;0.022;9.62;0.022;9.133;0.021;8.329.000.473.022.460;0.007000000216066837;8.487.000.465.393.060;0.00800000037997961;153.6;23.366.500.000.000.000;23.366.500.000.000.000;;;HRC;3.834.000.131.264.220;3.834.000.131.264.220;;;;;;;;6583.0;3789.0;10600.0;7295.6;;UCAC3 77-288328,CXOU J162046.2-513006,DENIS J162046.2-513006,IGR J16207-5129,INTEGRAL1  22,2MASS J16204627-5130060,PBC J1620.8-5130,SSTGLMC G332.4589-01.0501,SWIFT J1620.9-5129,SWIFT J1620.8-5130,TIC 316706821,USNO-A2.0 0375-27093111,USNO-B1.0 0384-00560875,[KRL2007b] 185,Gaia DR2 5934776158877214848,Gaia DR3 5934776158877214848;;;2011ATel.3785....1J;2008A&A...486..911N;;;2004ATel..229....1W,2006A&A...459...21M,2006ATel..783....1M,2008A&A...486..911N;;16204627-5130060;J162046.25-513006.1;;4XMM J162046.2-513005;J162046.2-513006;2SXPS J162046.2-513006;;
Swift J1626.6-5156;24.665.214.511.693;-519.418.481.573;3,80E+10;2023A&A...674A...1G;0.0;33.278.099.333.747.700;-2.002.710.914.838.230;BE,CL,HT,QPO,XP;132.9;15.36;10,18;UCAC3 77-300187;B0-2Ve;5,93398E+18;15.729;0.0032;;;13.436;0.024;12.948;0.025;12.537;0.023;;;;;35.93;;;0.74989874575379;0.74989874575379;ACIS;4.124.000.099.747.780;4.124.000.099.747.780;14.98;14.98;;;;;;7904.0;5870.0;12025.0;;;UCAC3 77-300187,DENIS J162636.5-515630,2MASS J16263652-5156305,NOMAD1 0380-0705569,PBC J1626.5-5155,SWIFT J1626.5-5156,SWIFT J1626.6-5156,SWIFT J1626.9-5156,SWIFT J162636.2-515634,TIC 7043322,UCAC4 191-139077,USNO-B1.0 0380-00649488,WISEA J162636.50-515630.6,WISE J162636.50-515630.6,[KRL2007b] 186,Gaia DR2 5933976985766949376,Gaia DR3 5933976985766949376;2006HEAD....9.0170C,2013ApJ...762...61D;2019A&A...622A..61S;2019A&A...622A..61S;2019A&A...622A..61S;;;;;16263652-5156305;;;;J162636.5-515630;2SXPS J162636.4-515629;SWIFT J1626.9-5156;
IGR J16283-4838;247.045.134;-48.648.914;0.1555634910181035;2003yCat.2246....0C;0.0;33.532.675.610.684.300;0.10155970009633242;SG;287.6;;;2MASS J16281083-4838560;sgBe;;;;;;16.798;0.0;15.815;0.0;13.948;0.058;;;;;;0.338007;0.338007;;;;0.5935000212640984;0.5935000212640984;15.390.000.000.000.000;15.390.000.000.000.000;8.436.999.624.967.570;8.436.999.624.967.570;;;;17600.0;13600.0;21600.0;;;2MASS J16281083-4838560,IGR J16283-4838,PBC J1628.1-4839,SSTGLMC G335.3267+00.1016,SWIFT J1628.4-4838,TIC 12271447,[KRL2007b] 188,[PCC2011] C1;;;2013ApJ...775L..25C;2019NewAR..8601546K;2011A&A...526A..15P;;2005ATel..456....1S,2011A&A...526A..15P;;16281083-4838560;;;4XMM J162810.8-483856;;2SXPS J162810.7-483854;SWIFT J1628.4-4838;IGR J16283-4838
IGR J16318-4848;24.795.125.817.288;-4.881.687.706.741;0.00015834121383897495;2023A&A...674A...1G;0.0;3.356.159.751.105.570;-0.4477566507450912;RS,SG;80.0;;;INTEGRAL1 24;B0-5sgBe;5,94078E+18;171.398;0.0037;;;10.162;0.022;8.328;0.04;7.187;0.021;;;;;;22.792.600.000.000.000;7.493.220.000.000.000;;;;8.999.000.329.634.740;8.999.000.329.634.740;46.215.999.999.999.900;46.215.999.999.999.900;2.980.120.021.820.060;2.980.120.021.820.060;;;;7568.0;4630.0;10717.0;4007.3;;2MASS J16314831-4849005,IGR J16318-4848,INTEGRAL1  24,MSX6C G335.6164-00.4479,PBC J1631.7-4848,SSTGLMC G335.6160-00.4476,SWIFT J1632.1-4849,SWIFT J1631.8-4848,TIC 18410615,2XMM J163148.2-484900,[FC2004] Star 1,[KRL2007b] 189,Gaia DR2 5940777877435137024,Gaia DR3 5940777877435137024;;;2009RAA.....9.1303J;2019NewAR..8601546K;;;2003A&A...411L.427W,2003IAUC.8063....3C;;16314831-4849005;;;4XMM J163148.3-484900;;2SXPS J163148.2-484900;SWIFT J1632.1-4849;IGR J16318-4848
IGR J16320-4751;2.480.072.029;-478.734.389;3.958.383.796.148.470;2010ApJS..189...37E;2.0;33.633.019.923.857;0.16977865288942137;RS,SG,XP;8.99;1308.8;14;AX J1631.9-4752;O8I;;;;;;;;;;;;;;;;200.0;133.766;155.897;0.0;0.0;HRC;24.280.000.232.579.300;24.280.000.232.579.300;31.215.999.999.999.900;31.215.999.999.999.900;20.949.499.454.498.200;20.949.499.454.498.200;;;;3500.0;;;;;AX J1631.9-4752,1FGL J1632.9-4802c,1FGL J1632.7-4733c,2FGL J1632.4-4753c,3FGL J1633.0-4746e,1FHL J1633.0-4746,2FHL J1633.5-4746e,3FHL J1631.6-4756e,3FHL J1633.0-4746e,1FLE J1639-4655,HESS J1632-478,IGR J16320-4751,INTEGRAL1  25,PBC J1632.0-4751,SWIFT J1632.1-4753,SWIFT J1632.0-4752,TeV J1632-478,2XMM J163201.8-475228,[KRL2007b] 190;2023arXiv230507068B;2005A&A...433L..41L,2006MNRAS.366..274R,2023arXiv230507068B;2005ATel..649....1C,2023arXiv230507068B;2019NewAR..8601546K;2008A&A...484..801R;;2001ApJS..134...77S,2003A&A...407L..41R;;;;;4XMM J163201.7-475228;J163201.7-475224X;2SXPS J163201.6-475229;SWIFT J1632.1-4753;IGR J16320-4751
IGR J16328-4726;248.157.668;-47.394.887;0.63515;2020A&A...641A.136W;2.0;336.749.224.217.534;0.42219727399150475;SG,XT;10.08;;;DENIS J163237.9-472341;O8Iafpe;;;;;;14.631;0.048;12.423;;11.275;;101.850.004.196.167;0.009999999776482582;9.970.999.717.712.400;0.008999999612569809;;33.082.000.000.000.000;165.575;;;;13.940.000.195.833.400;13.940.000.195.833.400;23.76;23.76;;;;;;7200.0;6900.0;7500.0;;;DENIS J163237.9-472341,IGR J16328-4726,PBC J1632.7-4727,SSTGLMC G336.7492+00.4223,SWIFT J1633.8-4724B,WISEA J163237.83-472341.4,[PFT2015] A;;;2010ATel.2588....1C,2010ApJ...725L..68F;2015AJ....150...21P;2015AJ....150...21P;;2009ATel.2075....1G;;16323791-4723409;J163237.82-472341.3;;4XMM J163237.8-472341;;2SXPS J163237.9-472340;SWIFT J1633.8-4724B;
IGR J16374-5043;24.930.553.460.356;-5.072.612.789.596;0.0004856477838928126;2020MNRAS.491.4543S;1.0;334.802.398.587.427;-23.838.378.161.284.000;SG,XT;;;;None;;5,94029E+18;197.832;0.006;;;;;;;;;;;;;2.97;;;;;;448.399.997.687.865;448.399.997.687.865;;;;;;;;2854.0;1182.0;5046.0;;;IGR J16374-5043;;;;;;;2010ATel.2809....1P,2020MNRAS.491.4543S;;;;;;;2SXPS J163713.4-504330;;
IGR J16393-4643;2.497.727.763;-467.034.977;10.062.132.247.151.800;2010ApJS..189...37E;2.0;3.380.016.635.738.390;0.07519365850003452;CL,SG,XB,XP;4.24;908.79;29;AX J163904-4642;BIV-V(OB)$^dag$;;;;;;;;;;;;;;;;653.2;12.979;457.352;97.517.952.097.023;97.517.952.097.023;ACIS;32.390.000.404.003.400;32.390.000.404.003.400;7.102.000.000.000.000;7.102.000.000.000.000;;;;;;12000.0;11700.0;12300.0;;;AX J1639.0-4642,CXOU J163905.5-464213,IGR J16393-4643,INTEGRAL1  29,NAME AX J163904-4642,PBC J1639.1-4641,SWIFT J1639.2-4641,SWIFT J1639.1-4642;2016ApJ...823..146B;2006A&A...447.1027B,2006ApJ...649..373T,2010ATel.2570....1C,2012ApJ...751..113B,2015MNRAS.446.4148I;2006ApJ...649..373T,2010ATel.2570....1C,2011HEAD...12.4206P,2012ApJ...751..113B,2013ApJ...778...45C;2012ApJ...751..113B;2012ApJ...751..113B;;2001ApJS..134...77S;Alternative orbital period: 3.69 d (2006ApJ...649..373T), Superorbital period: 14.99 d (2013ApJ...778...45C);;;;4XMM J163905.4-464212;J163905.4-464212;2SXPS J163905.4-464212;SWIFT J1639.2-4641;
IGR J16418-4532;25.046.160.612.338;-4.554.040.336.052;0.0014826354541828547;2023A&A...674A...1G;0.0;3.391.889.079.674.820;0.48895590883622364;SG,XT;3.74;1246.0;;INTEGRAL1 31;BN0.5Ia;5,94317E+18;204.192;0.0085;;;13.867;0.049;12.305;0.04;11.483;0.032;10.932.000.160.217.200;0.008999999612569809;1.092.300.033.569.330;0.008999999612569809;150.0;0.34182100000000004;7.210.679.999.999.990;;;;0.0;44.049.999.758.932.700;54.0;54.0;49.049.000.954.627.900;49.049.000.954.627.900;;;;4926.0;2137.0;8816.0;;;2MASS J16415078-4532253,IGR J16418-4532,INTEGRAL1  31,PBC J1641.7-4532,SWIFT J1641.9-4531,SWIFT J1642.0-4532,TIC 233442456,[KRL2007b] 197,Gaia DR2 5943166184173519744,Gaia DR3 5943166184173519744;;2008A&A...484..783C,2013MNRAS.433..528D;2006ATel..779....1C,2008A&A...484..783C,2013MNRAS.433..528D;2013A&A...560A.108C;;;2004ATel..224....1T;Superorbital period: 14.73 d (2013ApJ...778...45C);16415078-4532253;J164150.81-453225.9;;4XMM J164150.7-453225;;2SXPS J164150.6-453217;SWIFT J1641.9-4531;IGR J16418-4532
IGR J16465-4507;25.164.690.161.253;-4.511.796.081.034;1,87E+10;2023A&A...674A...1G;0.0;3.400.535.361.165.860;0.13502621026419184;SG,XP,XT;30.32;228.0;;2MASS J16463526-4507045;B0.5-1Ib;5,94325E+18;134.843;0.0029;;;10.537;0.023;10.079;0.025;9.843;0.023;;;;;224.425;36.723.200.000.000.000;209.765;;;;4.423.000.160.569.400;1.137.000.042.727.980;15.45;15.45;16.587.999.522.686.000;16.587.999.522.686.000;;;;2638.0;1869.0;3138.0;5039.0;6.140.999.755.859.370;2MASS J16463526-4507045,IGR J16465-4507,SSTGLMC G340.0535+00.1349,SWIFT J1647.9-4511B,TIC 236510713,USNO-B1.0 0448-00520455,[KRL2007b] 199,Gaia DR2 5943246345430928512,Gaia DR3 5943246345430928512;;;2010MNRAS.406L..75C;2016A&A...591A..87C;;;2004ATel..329....1L;;16463526-4507045;;;4XMM J164635.2-450706;;2SXPS J164635.0-450705;SWIFT J1647.9-4511B;IGR J16465-4507
IGR J16479-4514;252.027.341;-45.201.893;0.08485281184577752;2003yCat.2246....0C;0.0;3.401.630.226.341.040;-0.1238564411183925;SG,XT;3.32;;;INTEGRAL1 33;O8.5Ib;;;;;;12.954;0.027;10.825;0.022;9.798;0.024;916.100.025.177.002;0.010999999940395355;889.799.976.348.877;0.009999999776482582;66.0;377.235;75.978.200.000.000.000;0.40412106767081;0.40412106767081;HRC;10.239.999.820.305.100;1.603.999.918.997.620;73.95;73.95;4.862.000.136.375.420;4.862.000.136.375.420;;;;4600.0;4400.0;4600.0;;;2MASS J16480656-4512068,IGR J16479-4514,INTEGRAL1  33,PBC J1648.2-4511,SSTGLMC G340.1630-00.1238,SWIFT J1647.9-4511A,TIC 245567767,[KRL2007b] 200;;;2015ApJ...808..140C;2015ApJ...808..140C;2015ApJ...808..140C;;2003ATel..176....1M,2008A&A...484..783C,2008A&A...484..801R;Superorbital period: 11.88 d (2013ApJ...778...45C);16480656-4512068;J164806.56-451206.7;;4XMM J164806.7-451208;J164806.5-451206;2SXPS J164806.1-451205;SWIFT J1647.9-4511A;IGR J16479-4514
IGR J16493-4348;252.362.308;-4.381.918;0.08485281184577752;2003yCat.2246....0C;0.0;34.137.525.351.816.200;0.5828845154169677;CL,SG,XB;6.78;1093.1;31;2MASS J16492695-4349090;B0.5Ib;;;;;;14.595;0.054;12.859;0.056;11.935;0.038;11.017.999.649.047.800;0.010999999940395355;10.949.000.358.581.500;0.008999999612569809;29.3;;;31.610.696.996.297;31.610.696.996.297;HRC;3.232.999.978.841.630;3.232.999.978.841.630;49.31;49.31;26.026.000.750.064.800;26.026.000.750.064.800;;;;16000.0;6000.0;26000.0;;;2MASS J16492695-4349090,IGR J16493-4348,PBC J1649.4-4349,SWIFT J1649.3-4351,SWIFT J1649.5-4350,TIC 245928569,[KRL2007b] 203;2019A&A...622A..61S;2010ATel.2766....1C,2013AAS...22114238P,2019ApJ...873...86P;2010ATel.2599....1C,2010ATel.2766....1C,2010MNRAS.406L..16C,2011A&A...532A..73D,2013AAS...22114238P;2010A&A...516A.106N,2010ATel.2599....1C,2010MNRAS.406L..16C,2011A&A...532A..73D;2019ApJ...873...86P,2010A&A...516A.106N;;2005ATel..457....1G,2008MNRAS.385..423H;Superorbital period: 20.058 d (2019ApJ...879...34C);16492695-4349090;J164926.93-434908.7;;;J164926.9-434909;2SXPS J164926.9-434908;SWIFT J1649.3-4351;IGR J16493-4348
AX J1700.2-4220;25.510.518.862.212;-4.231.675.095.154;2,50E+11;2023A&A...674A...1G;0.0;34.380.340.799.190.500;-0.029943362082920796;BE;44.12;54.2;;HD 153295;B2e;5,96621E+18;87.072;0.003;;;7.445;0.027;7.093;0.036;6.729;0.016;6.879.000.186.920.160;0.028999999165534973;5.955.999.851.226.800;0.012000000104308128;1.306;;;0.0;0.0;ACIS;0.14390000150667215;0.14390000150667215;;;;;;;;1465.0;1377.0;1546.0;41440.8;;HD 153295,ALS  3885,AX J1700.2-4220,Braes  203,CD-42 11737,CPC  0 15669,CPD-42  7590,EM* MWC  588,GCRV  9787,GEN# +1.00153295,GSC 07877-00602,Hbg 1277,Hen 3-1307,INTEGRAL1  36,LS 3885,2MASS J17002524-4219003,NGC  6231   335,PBC J1700.2-4221,PPM 322510,SAO 227546,SSTGLMC G343.8034-00.0300,SWIFT J1700.6-4222,SWIFT J1700.2-4221,TIC 121905577,TYC 7877-602-1,UBV M  21835,UCAC2  13824453,UCAC4 239-107847,USNO-B1.0 0476-00587932,uvby98 100153295,WEB 14065,WISEA J170025.21-421900.1,WISE J170025.22-421900.2,WRAY 15-1590,[JE82]  864,[KRL2007b] 212,[MP69] 24,Gaia DR3 5966213219190201856,Gaia DR2 5966213219190201856,Gaia DR1 5966213219190201856;;2010ATel.2564....1M;2010ATel.2564....1M;2019NewAR..8601546K;;;2001ApJS..134...77S,2006ATel..783....1M;;17002524-4219003;J170025.25-421859.8;;;J170025.2-421900;2SXPS J170025.1-421901;;
OAO 1657-415;255.203.682;-4.165.596;0.08485281184577752;2003yCat.2246....0C;0.0;3.443.691.631.512.550;0.31923909793287025;CL,EB,XP;10.4;37.03;35.6;AX J1700.7-4139;Ofpe/WN9;;;;;;14.094;0.05;11.681;0.035;10.377;0.04;9.630.999.565.124.510;0.020999999716877937;920.199.966.430.664;0.01600000075995922;;;;;;;6.156.000.015.300.470;6.156.000.015.300.470;1167.25;1167.25;8.281.129.978.179.930;8.281.129.978.179.930;1.74;1.44;2.04;7100.0;5800.0;8400.0;;;2MASS J17004888-4139214,AX J1700.7-4139,DENIS J170048.8-413921,EXO 1657-419,GPS 1657-418,H 1657-415,INTEGRAL1  37,INTREF   733,NAME OAO 1657-41,NAME OAO 1657-415,PBC J1700.8-4139,SWIFT J1700.8-4139,TIC 345231569,[BM83] X1657-415,[KRL2007b] 213;1999A&A...349L...9O,2022A&A...659A..48S;1989PASJ...41....1N,1993ApJ...403L..33C,2008A&A...486..293B,2022MNRAS.509.5747S,2022A&A...659A..48S;2006A&A...455.1165L,2008A&A...486..293B;2014yCat....1.2023S;2006MNRAS.367.1147A;2015A&A...577A.130F;;;17004888-4139214;J170048.95-413921.6;;;;2SXPS J170048.8-413920;SWIFT J1700.8-4139;OAO 1657-415
HD 153919;25.598.656.593.018;-3.784.412.027.228;2,42E+09;2023A&A...674A...1G;0.0;34.775.445.331.107.500;21.734.893.962.492.300;EB,RS,SG;3.41;;;4U 1700-37;O6Iafcp;5,97638E+18;64.205;0.0029;6.51;;5.744;0.021;5.639;0.038;5.496;0.023;5.008.999.824.523.920;0.027000000700354576;5.322.999.954.223.630;0.02800000086426735;;19.062.600.000.000.000;1490.59;;;;11.570.000.513.216.800;11.570.000.513.216.800;3661.16;3661.16;;;1.96;1.77;2.15;1466.0;1345.0;1592.0;7668.1;;HD 153919,ALS  3899,ASCC 1877055,CD-37 11206,CGO 434,CPC 18  8464,CPD-37  6877,2E  3807,2E 1700.5-3746,GC 22996,GCRV 22936,GEN# +2.62810002,GOS G347.75+02.17 01,GPS 1659-376,GSC 07869-02226,GUM 57b,Hen 3-1320,H 1700-377,HIC  83499,HIP  83499,INTEGRAL1  39,INTREF   740,IRAS 17005-3746,JP11  4328,LS 3899,1M 1700-377,2MASS J17035678-3750389,NGC  6281     2,PBC J1703.9-3750,PPM 295846,1RXS J170358.4-375043,2S 1700-377,SAO 208356,SBC7   608,SBC9 943,SKY# 30769,SWIFT J1703.9-3753,SWIFT J1703.9-3750,TD1 19850,TIC 347468930,TYC 7869-2226-1,2U 1700-37,3U 1700-37,4U 1700-37,4U 1700-377,UBV M  35615,UCAC3 105-241469,UCAC4 261-110916,uvby98 262810002,V* V884 Sco,WEB 14113,1XRS 17005-377,[BM83] X1700-377,[KRL2007b] 216,AAVSO 1657-37,Gaia DR3 5976382915813535232,Gaia DR2 5976382915813535232;;;1973ApJ...181L..43J;2014ApJS..211...10S;;2015A&A...577A.130F;;;17035678-3750389;J170356.72-375039.5;;4XMM J170356.7-375038;;2SXPS J170356.8-375038;SWIFT J1703.9-3753;
AX J1714.1-3912;258.432.982;-39.201.804;0.43716;2020A&A...641A.136W;2.0;34.780.723.316.072.500;-0.17238068920531938;;;;;CXOU J171343.9-391205;;;;;;;13.61;0.035;11.786;0.034;10.87;0.024;;;;;;278.232;278.232;;;;;;;;;;;;;;;;;;AX J1714.1-3912,CXOU J171343.9-391205;;;;;;;;;17134391-3912055;;;4XMM J171343.9-391206;;;;
XTE J1716-389;258.985.248;-38.864.929;0.1131370824610367;2010MNRAS.408.1866R;1.0;34.833.113.583.386.000;-0.3241875938138039;;99.1;;;2CXO J171556.4-385154;;;;;;;15.058;;13.569;0.09;12.579;0.059;;;;;;;;0.32626019218402;0.32626019218402;ACIS;;;;;;;;;;;;;;;2CXO J171556.4-385154,KS 1716-389,1RXH J171556.7-385150,XTE J1716-389,[KRL2007b] 231;;;2006ApJS..163..372W;;;;;;17155645-3851537;;2RXS J171556.8-385150;;J171556.4-385154;;;
IGR J17200-3116;26.002.463.474.661;-3.128.321.064.763;0.00017165692528995155;2023A&A...674A...1G;0.0;35.502.212.439.935.400;33.474.101.505.847.900;BE;;328.2;;2MASS J17200591-3116596;;5,98041E+18;179.121;0.0057;;;13.581;0.056;12.334;0.057;11.983;0.043;;;;;31.26;281.757;281.757;37.614.265.338.255;37.614.265.338.255;ACIS;34.139.999.854.909.600;34.139.999.854.909.600;37.410.000.000.000.000;37.410.000.000.000.000;;;;;;6067.0;3774.0;9765.0;4902.56;;2MASS J17200591-3116596,CXOU J172005.9-311659,DENIS J172005.9-311659,IGR J17200-3116,INTEGRAL1  52,PBC J1720.1-3116,1RXS J172006.1-311702,SWIFT J1720.3-3115,SWIFT J1720.2-3112,TIC 154953514,[KRL2007b] 235;;2011ATel.3205....1N;;;;;2004ATel..229....1W;;17200591-3116596;;2RXS J172006.0-311700;4XMM J172005.9-311658;J172005.9-311659;2SXPS J172005.9-311659;SWIFT J1720.3-3115;
IGR J17252-3616;261.297.465;-36.282.646;0.08485281184577752;2003yCat.2246....0C;0.0;35.149.725.230.348.400;-0.35393273181576324;EB,SG,XP;9.72;413.7;;EXO 1722-363;O8.5I;;;;14.3;0.10000000149011612;14.218;0.035;11.811;0.028;10.672;0.026;9.765.000.343.322.750;0.010999999940395355;9.381.999.969.482.420;0.008999999612569809;;0.21935400000000002;742.039;;;;1.912.000.072.157.300;1.912.000.072.157.300;136.49;136.49;919.489.975.452.423;919.489.975.452.423;1.91;1.46;2.36;;7100.0;7900.0;;;2MASS J17251139-3616575,EXO 1722-363,1FGL J1724.0-3611c,3FGL J1725.7-3555c,Ginga 1722-36,GPS 1722-363,IGR J17252-3616,INTEGRAL1  53,INTREF   778,MAXI J1725-365,PBC J1725.2-3616,PSR B1722-36,SSTGLMC G351.4972-00.3539,SWIFT J1725.1-3616,SWIFT J1725.2-3617,TIC 463692928,2XMM J172511.3-361658,[KRL2007b] 237;;1989PASJ...41..473T,2007ApJ...661..447T;2007ApJ...661..447T;2019NewAR..8601546K;2010A&A...509A..79M;2015A&A...577A.130F;1988MNRAS.232..551W,2004ATel..229....1W,2009A&A...505..281M;;17251139-3616575;J172511.38-361657.6;;4XMM J172511.3-361657;;2SXPS J172511.2-361658;SWIFT J1725.1-3616;EXO 1722-363
IGR J17354-3255;26.386.499.688.215;-3.293.182.312.091;0.000420654181008581;2023A&A...674A...1G;0.0;3.554.576.075.861.510;-0.2730443290972533;SG,XT;8.45;;;2MASS J17352760-3255544;O8.5Iab(f) or O9Iab;4,05456E+18;189.149;0.0047;;;12.509;0.049;10.993;0.038;10.272;0.032;9.484.999.656.677.240;0.010999999940395355;9.515.999.794.006.340;0.008999999612569809;;124.269;360.899;23.738.806.032.169;23.738.806.032.169;ACIS;7.736.000.208.480.300;7.736.000.208.480.300;29.2;29.2;;;;;;3970.0;2057.0;5799.0;;;2MASS J17352760-3255544,CXOU J173527.5-325554,DENIS J173527.6-325554,IGR J17354-3255,PBC J1735.4-3256,SSTGLMC G355.4576-00.2730,SWIFT J1735.6-3255,SWIFT J1735.5-3255,SWIFT J173527.7-325555,TIC 103148637,WISEA J173527.61-325554.5,WISE J173527.62-325554.5,Gaia DR3 4054559284753424000,Gaia DR2 4054559284753424000;;;2010ATel.2596....1D,2011MNRAS.417..573S,2013A&A...560A.108C;2013A&A...560A.108C;;;2006ATel..874....1K;;17352760-3255544;J173527.62-325554.6;;4XMM J173527.4-325554;J173527.5-325554;2SXPS J173527.7-325548;SWIFT J1735.5-3255;
IGR J17375-3022;26.439.059.499.999.900;-30.387.358;;2020MNRAS.491.4543S;2.0;35.784.301.208.007.000;0.7191522847631119;SG,XT;;;;None;;;;;;;14.674;0.065;12.995;0.061;12.31;0.06;;;;;;;;;;;211.099.991.653.807;211.099.991.653.807;;;;;;;;;;;;;IGR J17375-3022;;;;;;;2008ATel.1781....1R,2008ATel.1783....1B,2020MNRAS.491.4543S;;17373369-3023151;;;;;2SXPS J173734.0-302317;;
